lang,label,sentence
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns del darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns del darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns del passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns del passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns delúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns delúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns des anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns des anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns des darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns des darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns des passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns des passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns desúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm es jorns desúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concretes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concretes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concretes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concretes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concretes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concretes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concrets del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concrets del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concrets del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concrets des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concrets des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates concrets des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de l' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de l' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de l' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de l' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de l' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de l' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de l'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de l'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de s' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de s' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de s' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de s' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de s' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de s' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de s'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates de s'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates del anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates del anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates del cap de setmana abans de l'últim.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates del darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates del darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates del passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates del passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates delúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates delúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates des anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates des anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates des darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates des darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates des passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates des passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates desúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates desúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates exactes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates exactes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates exactes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates exactes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates exactes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm les dates exactes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concretes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concretes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concretes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concretes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concretes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concretes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concrets del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concrets del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concrets del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concrets des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concrets des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates concrets des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de l' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de l' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de l' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de l' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de l' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de l' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de l'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de l'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de s' anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de s' anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de s' darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de s' darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de s' passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de s' passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de s'últim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates de s'últim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates del anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates del anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates del darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates del darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates del passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates del passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates delúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates delúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates des anterior cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates des anterior cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates des darrer cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates des darrer cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates des passat cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates des passat cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates desúltim cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates desúltim cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates exactes del cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates exactes del cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates exactes del passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates exactes des cap de setmana anterior.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates exactes des cap de setmana passat.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,dóna'm ses dates exactes des passat cap de setmana.
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots dir els dies del cap de setmana anterior
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots dir els jorns del cap de setmana anterior
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots dir es dies del cap de setmana anterior
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots dir es jorns del cap de setmana anterior
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots dir quins dies van ser el cap de setmana passat
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots els dies del cap de setmana anterior a aquest
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots els dies del cap de setmana anterior a aquest passat
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots els dies des cap de setmana anterior a aquest
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots els dies des cap de setmana anterior a aquest passat
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots es dies del cap de setmana anterior a aquest
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots es dies del cap de setmana anterior a aquest passat
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots es dies des cap de setmana anterior a aquest
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots es dies des cap de setmana anterior a aquest passat
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots les dates del cap de setmana anterior a aquest
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots les dates del cap de setmana anterior a aquest passat
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots les dates des cap de setmana anterior a aquest
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots les dates des cap de setmana anterior a aquest passat
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots ses dates del cap de setmana anterior a aquest
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots ses dates del cap de setmana anterior a aquest passat
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots ses dates des cap de setmana anterior a aquest
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,em pots ses dates des cap de setmana anterior a aquest passat
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,en quins dies caigueren l'últim cap de setmana
ca,ovos-skill-date-time.openvoiceos:date.last.weekend.intent,en quins dies caigueren durant l'últim cap de setmana
